,Title,Date,Author,Summary
1294,"SHFE vs LME physical arbitrage 22/01: Copper, aluminium, zinc, nickel",1/22/2019,Amy Lv,"Arbitrage for copper, aluminium, zinc and nickel imported into China on Tuesday January 22 *"
1293,LIVE FUTURES REPORT 22/01: Comex copper suffers heavy losses,1/22/2019,Dalton Barker,"Comex copper opened the four-day working week in the United States on weak footing on Tuesday January 22 morning, with the market awaiting clarification on US-China trade talks."
1292,"LIVE FUTURES REPORT 22/01: LME aluminium price leads way, up 1.6%; lead also up but others fall",1/22/2019,Hassan Butt,"Base metals prices on the London Metal Exchange were mostly lower at the close of trading on Tuesday January 22, with gains limited by continued strength in the US dollar index, while low stocks and positive fundamentals failed to spur upward movements in prices.
"
1297,LIVE FUTURES REPORT 22/01: Macro concerns pressure SHFE base metals prices; tin most resilient,1/22/2019,Karen Ng,"Base metals prices on the Shanghai Futures Exchange were predominantly down during Asian morning trading on Tuesday January 22, with the complex reversing the previous day’s gains. Tin, as was the case on Monday, bucked the trend – but this time to the upside."
1281,"Hydro’s Henderson, Kentucky, aluminium casthouse out of operation after explosion",1/23/2019,Justin Yang,"Aluminium producer Hydro’s casthouse in Henderson, Kentucky, has been put out of operation after an explosion Wednesday January 23 damaged its melting furnace."
1282,Large Al cancelation creates delay at LME warrant depository – sources,1/23/2019,Alice Mason,"Delays began to form at the London Metal Exchange’s warrant depository this week after large amounts of warrants were being cancelled, sources told Fastmarkets MB."
1283,"LIVE FUTURES REPORT 23/01: LME zinc price climbs 1.6% in positive close; aluminium, lead futures push higher ",1/23/2019,Hassan Butt,"Zinc futures on the London Metal Exchange led gains at the close of trading on Wednesday January 23 with its three-month price continuing to trade above $2,600 per tonne, while the rest of the complex trends higher against a softer dollar index. "
1284,PEOPLE MOVES: John Crofts join Ocean Partners in Australia,1/23/2019,Perrine Faye,"Former BHP Billiton director John Crofts has joined Ocean Partners in Australia to help develop new opportunities in the base and precious metals concentrate market, Fastmarkets learned on Wednesday January 23."
1285,PEOPLE MOVES: Philip Blanchard leaves Vitol; firm will exit alumina trading,1/23/2019,Alice Mason,"Vitol has wound down its alumina trading operations following the departure of head trader Philip Blanchard, it said."
1286,"Market expects more LME aluminium cancelations after 130,000t canceled in Port Klang ",1/23/2019,Alice Mason,"Over 130,000 tonnes of aluminium has been canceled at London Metal Exchange warehouses over the past two days with market participants expecting further cancelations by the end of the week. "
1288,"SHFE vs LME physical arbitrage 23/01: Copper, aluminium, zinc, nickel",1/23/2019,Amy Lv,"Arbitrage for copper, aluminium, zinc and nickel imported into China on Wednesday January 23 *"
1289,LIVE FUTURES REPORT 23/01: SHFE base metals prices mixed while risk sentiment deteriorates; zinc finds support,1/23/2019,Karen Ng,"Base metals prices on the Shanghai Futures Exchange exhibited mixed movements during Asian morning trading on Wednesday January 23, with the complex under pressure from increasing bearishness stemming from macroeconomic concerns."
1290,"PEOPLE MOVES: Triland appoints Nicholas Quek as deputy head of sales, trading",1/23/2019,Violet Li,"Triland Metals has appointed Nicholas Quek as its deputy head of sales and trading, the company said on Tuesday January 22."
1291,"GLOBAL ALUMINIUM WRAP: Most global premiums flat-to-up ahead of anticipated Rusal reprieve, narrowing spreads",1/23/2019,"Justin Yang, Michael Roh, Hui Li, Renato Rostás","Aluminium premiums across the globe were mostly flat-to-up in the week ended Tuesday January 22, after narrowing spreads on the London Metal Exchange and anticipation surrounding UC Rusal’s reentry injected caution into most markets, dampening spot activity."
1287,LIVE FUTURES REPORT 23/01: LME aluminium price climbs amid 94kt fresh cancelation; zinc appreciates 1.5%,1/23/2019,Hassan Butt,"Aluminium’s three-month price was higher during morning trading on Wednesday January 23, climbing above $1,900 per tonne after more than 131,000 tonnes was freshly canceled over the past two days."
1274,"Geopolitics has pros, cons for metals-mining M&A, PwC report says",1/24/2019,Andrea Hotter,"The uncertainty caused by the current geopolitical climate may only be temporary, but it could affect activity in mergers and acquisitions (M&A) in metals and mining into 2019, according to a report by consultancy firm PwC.
"
1277,"LIVE FUTURES REPORT 24/01: Fresh cancelations continue to support LME base metals prices; copper, nickel consolidate ",1/24/2019,Hassan Butt,"Base metals prices on the London Metal Exchange consolidated during morning trading on Thursday January 24, paring back gains made at Wednesday’s close while continued fresh cancelations in LME aluminium and zinc stocks keep price action elevated. "
1275,LIVE FUTURES REPORT 24/01: LME lead price tops gains while zinc follows higher; tin nears $21k/t,1/24/2019,Hassan Butt,"Lead outperformed the other base metals on the London Metal Exchange on Thursday January 24, closing 2.2% higher, while both zinc and tin also gained amid continued falls in LME stocks. "
1278,"SHFE vs LME physical arbitrage 24/01: Copper, aluminium, zinc, nickel",1/24/2019,Amy Lv,"Arbitrage for copper, aluminium, zinc and nickel imported into China on Thursday January 24 *"
1280,IN CASE YOU MISSED IT: 5 key stories from January 23,1/24/2019,Fastmarkets MB staff,Here are five Fastmarkets MB stories you might have missed on Wednesday January 23 that are worth another look.
1279,LIVE FUTURES REPORT 24/01: China’s stimulus measures provide slight support to most SHFE base metals,1/24/2019,Karen Ng,"Base metals prices on the Shanghai Futures Exchange were broadly rangebound with a slight upward bias during Asian morning trading on Thursday January 24, with the complex supported by improved market sentiment following stimulus measures by China’s central bank."
1276,Sigma targets LME B shares in move to become first new ring-dealing member since 2007 – sources [CORRECTED],1/24/2019,Hassan Butt,"Privately-owned Sigma Broking Ltd has approached members of the London Metal Exchange to acquire B shares as it moves forward with a plan to become the first new Category I ring-trading entity since 2007, well-informed sources told Fastmarkets. "
1272,"LIVE FUTURES REPORT 25/01: SHFE base metals prices benefit from follow-through strength; Cu, Al dip",1/25/2019,Karen Ng,"Base metals prices on the Shanghai Futures Exchange were mostly up during Asian morning trading on Friday January 25, with the complex following the stronger tone set by the London Metal Exchange three-month base metals prices on Thursday. "
1270,"APEX 2018: INTL FCStone, ABN Amro and Fastmarkets take top spots",1/25/2019,Alice Mason,INTL FCStone’s Edward Meir took the top spot on Fastmarkets’ Apex 2018 yearly base metals leaderboard with an accuracy rating of 98.75%.
1269,"APEX Q4 2018: 99% accuracy for copper, zinc, gold and platinum predictions in Q4",1/25/2019,Alice Mason,"Edward Meir of INTL FCStone  topped the base metals leaderboard in the Apex fourth-quarter 2018 contest, with an accuracy rating of 98.51%, while SP Angel were top of the precious metals table with 97.53% accuracy."
1268,"SHFE vs LME physical arbitrage 25/01: Copper, aluminium, zinc, nickel",1/25/2019,Amy Lv,"Arbitrage for copper, aluminium, zinc and nickel imported into China on Friday January 25 *"
1267,"LIVE FUTURES REPORT 25/01: LME base metals prices trend higher amid continued stock moves; tin falls after 1,045t inflow ",1/25/2019,Hassan Butt,"Base metals prices on the London Metal Exchange were predominantly higher during morning trading on Friday January 25, with continued stock moves prompting both positive and negative price action while continued optimism over US-China trade talks remains supportive of risk appetite. 
"
1266,"SHFE STOCKS REPORT 25/01: Base metal stocks up on thin trading; lead, nickel fall",1/25/2019,Karen Ng,"Base metal stocks at Shanghai Futures Exchange-approved warehouses were mostly up week on week on Friday January 25, with copper registering the largest gain while lead and nickel stocks fell. "
1265,INTERVIEW: Trade issues will continue to dampen base metals sentiment in 2019 – INTL FCStone’s Meir,1/25/2019,Alice Mason,"The market cannot get too excited about base metals prices in 2019 while the trade conflict between the United States and China continues to dominate headlines, INTL FCStone analyst Edward Meir said. "
1264,"LIVE FUTURES REPORT 25/01: LME base metals prices push higher against softer dollar; Cu, Al, Pb breach nearby support levels",1/25/2019,Hassan Butt,"Base metals prices on the London Metal Exchange were mostly higher at the close of trading on Friday January 25, with a downturn in the US dollar index supporting higher prices, while tin futures fell on more than 1,000 tonnes of inflows.

"
1271,CHINA ALUMINIUM INGOT ADC 12 SNAPSHOT: MJP export price declines amid weak demand; domestic price edges up,1/25/2019,Hui Li,Key data from the Wednesday January 23 pricing session in Asia.
1273,IN CASE YOU MISSED IT: 5 key stories from January 24,1/25/2019,Fastmarkets MB staff,Here are five Fastmarkets MB stories you might have missed on Thursday January 24 that are worth another look.
1256,LIVE FUTURES REPORT 28/01: LME aluminium price falls 2.8% on Rusal sanction relief,1/28/2019,Hassan Butt,"Aluminium’s three-month price on the London Metal Exchange fell by almost 3% at the close of trading on Monday January 28, continuing to trade at less than $1,900 per tonne while the rest of the complex followed lower.
"
1257,Aluminium market awaits Rusal’s next move after sanction removal; premiums firm,1/28/2019,"Alice Mason, Michael Roh",The aluminium market mainly shrugged off the US Department of the Treasury’s Office of Foreign Assets Control’s (OFAC) long-awaited decision to remove sanctions imposed on producer UC Rusal on Sunday.
